COMPANY_NAME,GEO,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,fff
WESTCON GROUP NORTH AMERICA,APAC,0,0,2555.89,6181.27,29,0,0,0,0,0,0,8766.16
WESTCON GROUP NORTH AMERICA,EMEA,0,3013.9,0,10100.59,8871.06,4535.64,1128.81,3280.91,2162.39,2565.86,25,35684.16
WESTED,Americas,2086797.84,2423973.3,3132871.32,2908063.82,1932646.91,2825933.09,3367236.84,2791515.64,2565783.85,2822879.99,3763538.04,30621240.64
"WESTELL TECHNOLOGIES, INC.",Americas,240160.84,381247.51,422124.73,443876.19,418453.92,439537.66,351289.14,226512.54,162911.2,224074.66,209779.02,3519967.41
"WESTELL TECHNOLOGIES, INC.",EMEA,523.97,1465.16,2115.97,454.79,245.37,676.27,904.34,547.72,445.26,493.38,810.17,8682.4
WESTERN ALLIANCE BANK,Americas,582220.39,631646.89,841939.65,1169872.01,921413.99,1069852.82,1234835.92,1499815.49,1178204.78,1213663.23,1251759.96,11595225.13
WESTERN ALLIANCE BANK,EMEA,0,0,5286.82,10910.43,5362.27,9663.63,5354.94,43919.86,7986.03,34234.78,8269.62,130988.38
WESTERN ASSET MANAGEMENT,Americas,882154.56,936260.94,888343.77,1022372.22,1025942.63,1024690.42,843228.03,1528469.01,1072742.98,1086231.55,921717.67,11232153.78
WESTERN ASSET MANAGEMENT,APAC,117313.14,122293.36,113642.3,135648.29,138595.65,71801.82,139390.14,207672.52,111593.56,128879.21,93412.56,1380242.55
WESTERN ASSET MANAGEMENT,EMEA,108017.39,112919.78,133442.8,131201.52,99814.23,78720.07,86392.17,123008.29,77007.62,109053.93,111817.5,1171395.3
WESTERN ATHLETIC CONFERENCE,Americas,30562.57,47942.37,7864.29,42015.12,32306.54,46819.03,7333.84,34354.9,39015.37,37971.88,14912.44,341098.35
WESTERN DENTAL SERVICES INC,Americas,650753.48,699604.88,408452.55,410454.11,378868.53,349050.46,314019.05,318799.61,336412.16,401266.09,351649.73,4619330.65
"WESTERN DIGITAL TECHNOLOGIES, INC.",Americas,3460172.3,3395398.74,3235305.14,4263483.58,3586780.71,3694720.67,2479710.29,2642553.13,2317267.27,6157303.39,6669968.87,41902664.09
"WESTERN DIGITAL TECHNOLOGIES, INC.",APAC,1713572.08,1555791.89,1798611.82,2549064.94,2459079.56,2536121.08,2243066.84,2076656.21,1997689.3,2233153.68,2492217.98,23655025.38
"WESTERN DIGITAL TECHNOLOGIES, INC.",EMEA,344799.94,297629.46,283573.42,494612.16,520751.56,531253.69,371197.27,434803.18,348092.55,346280.17,206726.59,4179719.99
"WESTERN FORMS, INC.",Americas,168471.45,162856.97,160993.51,186632.06,211222.46,154408.99,202711.66,178484.04,155812.94,154956.07,141990.24,1878540.39
WESTERN GOVERNORS UNIVERSITY,Americas,9520312.09,6364933.09,6230124.01,3620101.95,5161151.89,5675055.72,7602004.98,3807865.74,8936895.39,7859023.1,9036047.48,73813515.44
"WESTERN REFINING COMPANY, L.P.",Americas,1041779.71,1275793.8,1160537.05,1146104.71,1057888.72,1259645.26,1173687.19,1165682.6,1075447.63,1396704.19,1309292.99,13062563.85
"WESTERN SPIRITS BEVERAGE COMPANY, LLC",Americas,662334.45,612593.51,561023.88,675188.46,537741.7,528286.47,402403.47,393498.5,403812.46,511875.79,431748.37,5720507.06
WESTERN UNION,Americas,8778299.35,8544445.15,7294288.39,9956661.63,8101338.81,8212974.91,7954534.79,8272144.36,9549181.3,10014119.8,8383900.54,95061889.03
WESTERN UNION,APAC,819406.68,1063232.54,1035692.79,910734.91,829567.62,819768.91,808411.69,852283.97,667147.9,875512.67,892785.86,9574545.54
WESTERN UNION,EMEA,2295181.83,2643275.19,2590062,2876389.93,2426689.38,2821374.97,2345377.63,2400046.76,2373889.83,2787161.44,2534765.41,28094214.37
WESTFALIA,Americas,308616.62,281954.7,248778.85,349548.94,255181.72,223548.3,325901.08,272323.19,297011.09,316040.32,334987.9,3213892.71
"WESTFIELD, LLC",Americas,2472505.68,2709493.02,2751350.14,2983993.78,2887371.44,2963970.44,3390228.26,3522707.6,3529673.88,3675514.96,2688393.42,33575202.62
"WESTFIELD, LLC",EMEA,0,0,0,155834.55,193027.5,203832.6,190452.5,225320.37,263249.78,170575.75,128262.52,1530555.57
WESTLAKE CHEMICAL CORPORATION,Americas,1469259.11,1491490.97,1414351.26,1637816.89,1249967.61,1501067.06,1422876.52,1568406.54,1299160.34,4372561.33,3465489.75,20892447.38
"WESTLAKE SERVICES, INC.",Americas,2930778.01,2100923.76,2362612.88,2953474.12,2418869.97,2624672.62,2317766.37,2550331.92,2887638.57,2037374.87,1140095.36,26324538.45
"WESTLAKE SERVICES, INC.",EMEA,0,0,0,0,0,299.1,741.16,70.13,2296.29,4678.02,6352.94,14437.64
WESTMOOR MFG. CO. DBA PANHANDLE SLIM WESTERN WEAR,Americas,80609.89,82695.16,132817.15,132613.98,81614.6,103784.42,92368.57,117630.82,110394.99,82210.43,104629.5,1121369.51
WESTRAC PTY LTD,APAC,1919432.2,1691565.3,1627023.57,1072290.27,1429102.52,2255647.7,800096.3,983501.07,1141226.02,873593.14,846139.39,14639617.48
WESTROCK COMPANY,Americas,17166928.23,17408703.43,18616344.57,19061176.45,17899688.77,17954340.68,20125944.81,20206492.17,19181136.12,21590691.04,28510758.02,217722204.3
WESTROCK COMPANY,EMEA,0,0,0,0,0,0,0,0,2622.43,804.85,0,3427.28
"WESTSIDE FAMILY CHURCH, INC.",Americas,66276.82,115339.61,84186.79,123349.86,127049.32,113917.43,78899.02,101844.41,125508.43,93946.24,93638.16,1123956.09
"WESTWOOD HOLDINGS GROUP, INC.",Americas,294463.55,310758.45,360577.61,429372.33,282747.77,374525.74,334847.58,419750.81,300876.12,447485.12,302119.95,3857525.03
"WET ENTERPRISES, INC",Americas,443487.05,839744.33,691559.41,864356.92,730687.96,761650.69,831984.95,1009389.79,464789.84,582617.02,586145.8,7806413.76
"WET ENTERPRISES, INC",APAC,6022.51,5605.45,9530.98,16495.24,7084.97,9722.37,2958.01,4222.29,3705.59,3676.54,1698.15,70722.1
"WET ENTERPRISES, INC",EMEA,19068.95,22865.8,21189.67,16852.97,42022.68,22361.51,23981.86,18383.52,13000,21712.05,31224.23,252663.24
WEXLER WALLACE LLP,Americas,108941.04,88414.78,113750.86,61832.91,35339.76,45622.69,61735.21,31257.32,33865.43,42145.45,77856.11,700761.56
WEYERHAEUSER COMPANY,Americas,14256405,16700633.14,15663865.89,19403974.04,14107307.22,16104245.44,16601409.03,18676243.54,10476741.64,12555425.5,12526267.18,167072517.6
WHAT IF USA LIMITED_US,Americas,871440.14,729461.64,493660.29,430836.02,445264.3,348809.26,390585.26,462407.6,490969.8,485750.65,473541.01,5622725.97
WHEELABRATOR GROUP INC,Americas,562780.93,608233.69,498898.36,581784.25,631841.13,646409.95,616903.29,696030.22,601943.42,749772.21,733153.92,6927751.37
"WHEELS FINANCIAL GROUP, LLC DBA LOANMART",Americas,769952.2,1584337.96,1150106.91,871126.8,1364843.63,1159245.52,957323.59,1445667.55,1137211.48,779931.81,900930.33,12120677.78
WHIRLPOOL CORPORATION,Americas,14066473.08,13683198.27,13338151.23,15072047.67,12969895.7,15806192.37,14103584.91,15366127.61,13666950.94,14790064.73,13342004.2,156204690.7
WHIRLPOOL CORPORATION,APAC,3795.38,2369.2,0,0,0,0,0,0,0,0,0,6164.58
WHIRLPOOL EMESA S.P.A.,EMEA,1522002.84,1994507.67,1857029.73,2495797.8,1479912.58,1847686.4,1674714.84,2383590.5,2100310.61,2291199.39,2109112.33,21755864.69
"WHITCO ROOFING, INC.",Americas,51920.01,50450.5,35531.74,30319.9,35850.95,46768.41,87428.27,59250.23,41223.58,58247.51,131894.92,628886.02
WHITE CONSTRUCTION INC.,Americas,2107254.42,1786692.08,1636627.15,1439239.2,1207864.76,1554195.87,1730715.45,2401845.84,1747296.46,1892886.41,2241758.06,19746375.7
"WHITE OAK GLOBAL ADVISORS, LLC",Americas,135129.63,236371.87,261259.71,688765.38,424824.45,307050.87,398742.7,628500.96,345274.36,537380.62,481859.65,4445160.2
WHITE OAK UNDERWRITING AGENCY,EMEA,41749.86,34411.4,40222.21,87487.72,52533.14,52395.84,87257.52,91564.44,57017.66,35086.54,65979.73,645706.06
WHITE PINE TRADING LLC,Americas,81084.79,90569.98,139329.25,91362.03,85875.42,117211.61,35515.82,19385.18,9242.61,11146.27,10954.42,691677.38
WHITE PINE TRADING LLC,APAC,13387.01,0,0,0,0,0,0,0,0,0,0,13387.01
WHITEHAT SECURITY INC,Americas,160190.61,197590.54,231426.74,185082.67,225223.68,246180.4,211719.99,227350.3,127577.44,242929.08,229854.78,2285126.23
WHITEHAT SECURITY INC,EMEA,0,0,0,0,0,0,0,3754.73,26178.03,40485.77,25341.92,95760.45
"WHITEPAGES, INC.",Americas,1363610.83,1512636.67,1141388.04,1092083.65,1207601.06,1049875.26,980249.28,823244.04,869345.49,409938.18,381901.44,10831873.94
"WHITEPAGES, INC.",EMEA,0,0,0,0,0,0,0,0,0,1407,4439.88,5846.88
WHITESTONE REIT,Americas,315592.63,411703.11,266807.19,306168.51,277250.48,389658.87,269110.7,370097.87,329090.08,297388.74,232441.26,3465309.44
WHITEWAVE FOODS COMPANY,Americas,3445130.42,4231637.73,3832808.51,4680279.22,4378507.62,4917211.35,4890789.14,4292928.26,3703707.09,4060750.48,4454035.39,46887785.21
"WHOLE FOODS MARKET SERVICES, INC.",Americas,11742150.18,14922583.73,15191347.73,10187182.77,10000766.94,15285505.37,13037295.59,12552667.95,12706447.63,14685242.15,12392579.3,142703769.3
"WHOLE FOODS MARKET SERVICES, INC.",APAC,0,0,0,0,0,0,0,0,640.38,8567.19,3792.28,12999.85
"WHOLE FOODS MARKET SERVICES, INC.",EMEA,185154.11,228823.27,304413.84,196285.87,149170.21,177849.86,150753.92,165178.9,115022.68,130157.77,110319.41,1913129.84
"WHOLESALE ELECTRIC SUPPLY COMPANY, INC",Americas,225795.16,252097.65,264556.71,285655.82,293402.62,273945.17,314950.13,643993.82,720585.62,669666.6,713308.93,4657958.23
WICK COMMUNICATIONS CO,Americas,94704.99,117689.2,120596.61,144872.1,158348.65,182562.66,115706.17,113965.19,129855.45,100381.92,158911.13,1437594.07
"WIDEOPENWEST FINANCE, LLC",Americas,888183.01,1387849.83,1100376.21,1294276.66,994819.89,894661.09,915358.93,1086620.54,758194.38,1094693.04,1155703.91,11570737.49
WIDEX USA INC_US,Americas,749002.36,1449992.92,786436.79,1354014.68,999564.67,1229091.33,877167.34,869449.45,801590.38,825142.99,687425.55,10628878.46
WIEDEN AND KENNEDY INC,Americas,2099017,2413345.76,2149770.39,2575252.97,2732138.13,2399855.44,2359407.69,2431844.63,2279361.28,2023330.07,1837695.23,25301018.59
WIEDEN AND KENNEDY INC,EMEA,0,0,0,274,0,0,0,0,0,0,0,274
"WILAND DIRECT, INC.",Americas,205391.25,248864.46,256765.45,212756.75,279049.99,289202.2,287346.76,325218.31,287774.36,357442.75,249376.73,2999189.01
WILD WELL CONTROL,Americas,3616892.49,2852925.32,2274983.6,1933608.28,2268912.11,1148760.67,1832482.07,1358651.31,1546782.69,1207268.25,1302438.03,21343704.82
WILD WELL CONTROL,EMEA,299.73,20429.23,52242.15,57674.93,34482.44,56272.8,34415.48,61564.52,37903.41,43907.73,51522.84,450715.26
WILDFIRE MARKETPLACE,Americas,55777.79,66264.61,90789.23,88826.47,97893.75,89025.97,80250.16,70886.17,81385.58,51168.17,67393.12,839661.02
WILHELMSEN SHIPS SERVICE,EMEA,21178.4,76949.92,94753.14,101054.54,89104.52,104739.29,86623.71,62665.01,69893.96,63233.39,73381.14,843577.02
"WILHELMSEN SHIPS SERVICE, INC.",Americas,586424.84,725578.81,663526.63,783236.26,656003.3,762830.02,598742.86,425498.77,551855.12,556084.32,479597.61,6789378.54
"WILHELMSEN SHIPS SERVICE, INC.",APAC,0,0,4.63,0,0,0,0,0,0,0,0,4.63
"WILHELMSEN SHIPS SERVICE, INC.",EMEA,956.26,2966.65,0,448.24,628.85,527.14,562.29,0,3460.47,320,822,10691.9
WILLIAM BLAIR & COMPANY LLC,Americas,6017299.73,6416655.67,6978048.2,8664601.81,6847578.68,7100785.34,6935974.72,8161752.66,6171083.54,7110072.13,6147853.92,76551706.4
WILLIAM BLAIR & COMPANY LLC,APAC,0,0,2580.36,27236.7,20666.16,32044.24,0,0,0,0,0,82527.46
WILLIAM BLAIR & COMPANY LLC,EMEA,813488.74,834200.28,939936.04,1178058.3,876162.98,996927.04,987710.9,881352.77,850195.83,881837.83,870125.94,10109996.65
"WILLIAM H. SADLIER, INC.",Americas,365665.22,395909.83,320756.9,379570.06,346675.04,397280.07,276631.29,314253.25,293920.72,343248.82,292006.04,3725917.24
WILLIAM HARRIS INVESTORS,Americas,122862.19,75481.82,106060.26,120637.56,20969.28,46566.37,32454.58,58998.32,21277.14,35949.27,21879.13,663135.92
WILLIAM TRACEY LIMITED,EMEA,60588.83,56947.64,104677.51,87080.19,68912.21,64268.73,52500.49,66210.43,79815.26,84175.52,61165.69,786342.5
"WILLIAMS & WILLIAMS MARKETING SERVICES, INC",Americas,294386.52,275774.51,526763.74,678849.75,437820.25,195013.96,297743.23,278657.63,180936.1,295191.56,186939.3,3648076.55
WILLIAMS INFORMATION TECHNOLOGY,Americas,3492945.1,3289014.09,3045844.48,2773771.84,1675112.06,1339959.46,1485553.55,1589612.4,1346275.96,1827441.06,1572143.38,23437673.38
WILLIAMSON-DICKIE MANUFACTURING COMPANY,Americas,1456345.91,1305109.28,1313877.19,1363068.65,1348280.45,1249165.23,1310777.17,1337085.45,1367052.26,1292968.36,1327594.2,14671324.15
"WILLIAMS-SONOMA, INC.",Americas,2849366.92,3214871.5,3632010.98,3569993.9,3167182.66,4927686.36,5440064.34,6318434.64,4859774.97,5880864.94,5379487.41,49239738.62
"WILLIAMS-SONOMA, INC.",APAC,208435.23,265947.82,304522.19,339540,298086.88,273977.14,315597.91,358539.98,294447.93,352338.1,428368.85,3439802.03
"WILLIAMS-SONOMA, INC.",EMEA,12756.69,27685.11,17725.97,16268.45,20905.08,32412.96,19139.55,19472.19,29288.52,37702.06,16892.63,250249.21
WILLIS NORTH AMERICA INC.,Americas,18925265.88,21505518.59,19317767.81,22813497.03,18639344.49,21655610.3,19237175.27,21205635.55,19236719.06,12686170.83,645904.66,195868609.5
WILLIS NORTH AMERICA INC.,EMEA,8612154.5,8877951.25,8596233.18,10869407.47,9133496.2,9084395.69,7050338.83,9026568.97,8044689.08,8518459.53,4453288.01,92266982.71
WILLOUGHBY SUPPLY COMPANY,Americas,236737.01,233569.98,155868,109622.67,179772.6,140210.3,123639.35,142740.67,207645.28,119848.86,98973.11,1748627.83
WILO USA LLC,Americas,207128.13,259015.63,171487.88,204769.5,203995.31,220915.89,205543.82,246600.4,283637.68,289322.17,212421.32,2504837.73
WILSHIRE ASSOCIATES,Americas,579834.82,643910.77,638576.8,623039.39,480740.47,716446.47,538650.46,572959.15,561495.49,627583.84,580057.6,6563295.26
WILSHIRE ASSOCIATES,APAC,0,1507.22,0,635.59,0,7330.68,2416.48,1225.08,2846.01,299.49,5191.32,21451.87
WILSHIRE ASSOCIATES,EMEA,1356.56,579.57,5399.82,857.64,2771.26,7525.95,3061.48,6241.25,5711.74,5941.94,1127.11,40574.32
WILSON ELECTRONICS LLC,Americas,144730.31,146715.73,109998.98,109250.99,82944.14,121257.89,100561.89,99641.06,143116.78,168605.73,144965.69,1371789.19
WILSON ELECTRONICS LLC,APAC,0,0,0,0,0,0,5157.82,4688.37,2716.34,1078.65,2793.92,16435.1
WILSON LANGUAGE TRAINING CORPORATION,Americas,256205.04,342228.93,251028.15,354310.18,310714.16,388424.26,290504.71,503230.69,329809.16,367175.99,234168.55,3627799.82
WILSON SPORTING GOODS CO.,Americas,4495991.55,5583117.36,4411118.66,5432533.75,5756722.85,5503560.46,5391769.4,4862788.86,5390615.4,4180058.56,4497097.86,55505374.71
WILSON SPORTING GOODS CO.,EMEA,11681.84,19305.68,7884.07,17609.98,3634.16,19248.9,5299.27,19022.15,5323.28,9398.13,12405.69,130813.15
WILSON TOOL INTERNATIONAL INC_US,Americas,220164.11,235114.81,181154.87,207476.88,229817.65,240287.87,236583.06,228380.14,246240.33,228757.55,203087.94,2457065.21
WIMMER SOLUTIONS,Americas,131705.88,166145.66,156181.56,138856.92,149607.45,172240.26,221936.42,231515.4,185605.37,293690.96,269262.05,2116747.93
"WIND POINT PARTNERS, L.P.",Americas,579968.98,1226463.63,294502.53,370920.65,419908.36,855812.2,232972.39,362438.37,575364.16,806935.12,292970.48,6018256.87
WIND TURBINE AND ENERGY CABLES CORP,Americas,241366.8,236174.98,394458.68,578731.46,501525.82,512414.72,434308.2,361434.72,388507.54,383595.96,794744.65,4827263.53
"WINDSOR CAPITAL GROUP, INC.",Americas,159443.64,157736.8,132565.27,209486.93,166028.91,138954.17,195008.44,221830.75,173030.67,159448.52,209281.19,1922815.29
"WINERY EXCHANGE, INC.",Americas,340353.8,381421.51,447903.88,317447.29,327473.08,376001.52,291466.94,268453.01,334610.79,350431.14,471461.59,3907024.55
"WINERY EXCHANGE, INC.",APAC,8814.47,18104.81,14127.99,7565.88,9439.23,17419.89,8324.31,16346.89,11602.03,10953.37,21426.76,144125.63
"WINERY EXCHANGE, INC.",EMEA,37836.56,26583.33,34585.29,37429.23,20594.64,33986.66,41063.37,27480.15,21565.03,28610.13,21161.27,330895.66
"WINGFOOT ENTERPRISES, INC.",Americas,62536.94,40935.12,63296.57,72038.35,104249.73,83585.33,99623.58,114349.64,93523.02,89581.76,74106.44,897826.48
WINGS FOR KIDS,Americas,92594.3,75618.93,140651.95,90882.01,145038.04,101041.3,204339.32,129198.04,127221.06,124224.7,159102.63,1389912.28
"WINN-DIXIE STORES, INC.",Americas,2563036.46,3182474.32,3022361.22,2375128.34,2029769.61,2173686.76,2534478.21,3037278.67,2215223.93,2485007.24,2290522.16,27908966.92
WINNING APPLIANCES PTY LTD,APAC,1097415.66,532691.67,345909.09,387492.49,397054.97,440772.22,512306.31,570367.26,537882.73,532355.34,506325.09,5860572.83
"WINSTANLEY ENTERPRISES, LLC.",Americas,66635.17,70888.92,76923.43,99613.65,60308.51,55281.78,56018.58,90776.64,65285.25,55249.04,71391.42,768372.39
WINSTON PRODUCTS,Americas,319754.93,339689.05,434944.3,312687.63,304254.48,321626.2,488386.27,411656.8,513092.24,406542.82,365274.93,4217909.65
WIREBELT,Americas,211330.09,188237.75,187040.42,263981.42,215831.07,174063.17,232065.58,258790.13,262396.75,252102.36,134828.42,2380667.16
WIREIE HOLDINGS INTERNATIONAL INC,Americas,43782.43,60505.67,60627.74,54254.57,33368.86,98647.64,79815.39,58111.77,51657.69,75761.38,9080.61,625613.75
WISCONSIN CREDIT UNION LEAGUE INC,Americas,28101.01,36967.84,34378.01,44037.41,28696.64,34408.32,30913.02,43693.22,21622.56,20983.63,26519.59,350321.25
WISCONSIN FARM BUREAU FEDERATION COOPERATIVE,Americas,98713.69,71533.7,72112.32,55325.48,123149.57,84486.52,85719.34,71133.81,125977.35,74755.08,106352.59,969259.45
"WISDOMTREE INVESTMENTS, INC.",Americas,795252.56,923494.99,1192376.27,1558337.72,1075154.69,1468627.04,1463827.81,1197480.78,1147358.04,1324432.91,1052066.84,13198409.65
WISE FOODS INC,Americas,206675.71,245562.73,191746.88,144538.92,195727.69,206989.67,214178.22,159238.15,176076.35,192784.6,197450.73,2130969.65
WISTRON MOBILE SOLUTIONS CORPORATION,Americas,114369.41,106833.33,67893.35,84844.11,91299.73,151018.25,143591.17,112754.96,116309.37,123639.59,90351.15,1202904.42
WITRICITY CORPORATION,Americas,391394.82,316558.12,291984.03,363065.93,207016.03,241300.05,224984.72,240314.42,152485.41,201801.4,117158.57,2748063.5
WITRICITY CORPORATION,EMEA,0,7690.14,2637.96,3123.22,5316.42,9367.93,6531.4,8809.55,5466.54,4838.53,2790.05,56571.74
WITS' END PRODUCTIONS,Americas,2632790.15,438453.5,712655.94,460933.8,602974.77,1593407.07,495663.85,614399.35,203200.16,386803.28,383733.78,8525015.65
"WITTENBACH BUSINESS SYSTEMS, LLC",Americas,121894.96,122024.57,147322.38,123860.74,137544.53,111577.29,139092.31,130870.75,128277.73,138418.65,134336.63,1435220.54
WM BOLTHOUSE FARMS INC,Americas,1090638.92,1061767.04,1610187.84,1445687.51,1214162.38,1275578.85,1306306.38,1191040.83,1094258.04,1064348.14,888908.17,13242884.1
"WM. H LEAHY ASSOCIATES, INC.",Americas,160210.95,219529.24,238447.92,230685.96,437592.57,431026.08,306142.81,248018.59,471981.16,358075.64,272740.63,3374451.55
WM. T. BURNETT HOLDING LLC,Americas,534363.75,570794.2,418395.62,505474.61,509354.54,518145.39,394238.76,467733.09,545253.4,447137.67,415454.2,5326345.23
WNS GLOBAL SERVICES (UK) LTD - SONY DADC,EMEA,287621.88,364370.95,319507.61,317644.37,352168.24,401074.15,321325.71,355658.28,329135.04,341759.33,356163.23,3746428.79
"WOLF ROBOTICS, LLC",Americas,258517.25,242793.5,266958.17,285468.67,239465.31,297077.95,233818.67,270652.27,261728.44,200422.74,234698.4,2791601.37
WOLFRAM RESEARCH INC.,Americas,223492.87,278985.82,287568.47,264861.33,205257.17,247468.38,211881.17,192680.03,134470.35,198449.5,171188.7,2416303.79
WOLSELEY HOLDINGS CANADA INC,Americas,2302895.34,1775966.89,1595768.27,1808593.75,1302078.87,1694935.94,1572302.51,1713887.42,1835007.39,1988796.17,1928084.96,19518317.51
WOLTERS KLUWER UNITED STATES INC.,Americas,10708440.23,13452885.03,11778792.34,13983943.46,11197985.42,13342494.66,11912992.81,12979619.01,11513475,13707757.4,13250132.32,137828517.7
WOLTERS KLUWER UNITED STATES INC.,APAC,334306.76,325193.69,364885.86,435703.74,419067.58,591555.04,356740.3,474199.46,352110.4,617220.16,396575.96,4667558.95
WOLTERS KLUWER UNITED STATES INC.,EMEA,575367.62,681940.01,625645.23,834376.64,575567.26,766693.31,573628.61,753611.51,592602.39,710400.44,627634.86,7317467.88
"WOLVERINE ADVANCED MATERIALS, LLC",Americas,474275.39,628464.12,554975.29,522841.53,685169.78,156665.62,287043.99,130052.34,384239.02,447649.49,413430.91,4684807.48
"WOMACK MACHINE SUPPLY COMPANY OF OKLAHOMA, INC.",Americas,383831.86,451470.61,434597.05,354715.34,392643.98,280244.44,260958.83,274672.81,302402.7,354055.45,366748.87,3856341.94
"WOMEN OF COLOR NETWORK, INC.",Americas,3021.06,24761.41,6856.42,10108.1,3878.12,7196.58,9555.94,11033.42,2389.41,3003.49,4795.09,86599.04
WOODFORD INVESTMENT MANAGEMENT LIMITED,EMEA,374639.91,218852.04,204816.01,264378.73,240656.91,241874.83,181022.39,206642.25,144374.58,196739.22,164159.11,2438155.98
"WOODFOREST FINANCIAL GROUP, INC.",Americas,2074013.09,2317976.78,2371624.18,2606522.71,2467857.64,2972730.57,3325361.45,3175363.9,2640827.54,2876167.99,3048073.89,29876519.74
WOODMAN ELECTRICAL CONTRACTORS INC,Americas,40172.58,42989.7,26246.6,54892.97,27786.07,23426.63,27237.12,26804.55,27983.91,28328.9,28729.57,354598.6
WOODRUFF-SAWYER & CO.,Americas,552844.71,743988.36,662279.23,960936.45,852857.86,797025.33,711390.16,950998.33,934539.08,940338.74,849954.87,8957153.12
WOODWARD INC.,Americas,7798115.6,9544920.86,7983069.68,6871426.24,7781933.07,8673759.24,8521223.23,5325173.58,6164684.99,6836191.64,6879746.14,82380244.27
WOODWARD INC.,APAC,0,223.53,3611.65,0,0,0,0,0,0,0,0,3835.18
WOODWARD INC.,EMEA,890756.87,1110828.37,1009798.77,806684.67,1003705.15,985673.93,767416.14,485483.1,522558.78,659092.99,718523.61,8960522.38
